"","iliad.txt","odyssey.txt"
"trapani",0,15
"treacheri",0,3
"treespear",0,1
"tricki",0,1
"trill",0,1
"triniti",0,1
"trip",0,3
"tritoborn",0,1
"trodden",0,1
"trough",0,2
"troycould",0,1
"tub",0,1
"tunica",0,2
"turkish",0,1
"twelvemonth",0,2
"twentyfour",0,1
"twentyoar",0,1
"twinkl",0,1
"twit",0,1
"twitter",0,1
"twohandl",0,1
"twomil",0,1
"twothird",0,2
"tyndareus",0,1
"tyndarus",0,1
"typic",0,1
"tyro",0,3
"udder",0,1
"ulyssesfor",0,1
"ulyssess",0,1
"ulyssestheoclymenus",0,1
"unaccount",0,1
"unawar",0,1
"unbeliev",0,1
"unblend",0,2
"unbreak",0,1
"uncar",0,1
"uncivil",0,1
"uncivilis",0,4
"uncov",0,3
"underlin",0,1
"understandsend",0,1
"undid",0,1
"undo",0,2
"undress",0,3
"uneasi",0,3
"uneaten",0,1
"unfair",0,1
"unfasten",0,2
"unfeminin",0,1
"unfriend",0,1
"ungraft",0,1
"unhar",0,1
"unharm",0,4
"unholi",0,1
"uninvit",0,2
"unkempt",0,1
"unmarri",0,1
"unmodifi",0,1
"unpick",0,4
"unpropiti",0,1
"unrecordedtil",0,3
"unright",0,1
"unsavouri",0,1
"unseem",0,5
"unsettl",0,1
"unsewn",0,1
"unshaken",0,1
"unsown",0,1
"unspeak",0,1
"unspoken",0,1
"unstamp",0,1
"unsubstanti",0,1
"until",0,1
"unto",0,1
"untold",0,2
"unwak",0,2
"unwarili",0,1
"unwast",0,1
"unyield",0,1
"upland",0,2
"uponaft",0,1
"uproar",0,5
"upset",0,1
"upstair",0,18
"usfrom",0,1
"usher",0,1
"vagabond",0,2
"vainthough",0,1
"valuea",0,1
"valueseven",0,1
"vantag",0,3
"vehicl",0,1
"verbatim",0,1
"vestibul",0,1
"via",0,1
"victual",0,4
"vide",0,2
"villaini",0,2
"vixen",0,1
"vomit",0,2
"voyageand",0,1
"voyagefor",0,1
"voyagewhat",0,1
"vxiii",0,2
"wag",0,4
"wager",0,1
"waitfor",0,3
"wallet",0,9
"wallow",0,1
"wane",0,3
"warcri",0,1
"warp",0,1
"washerwoman",0,1
"washingcistern",0,1
"watchman",0,1
"waterand",0,1
"waterlov",0,1
"watersprinkl",0,1
"waterwhich",0,1
"wax",0,5
"wayat",0,1
"weakl",0,1
"weather",0,5
"wedlock",0,1
"welcomefor",0,1
"welldispos",0,5
"wellfit",0,1
"welllook",0,1
"wellmad",0,2
"wellmark",0,1
"wellmat",0,1
"wellripen",0,1
"wellsewn",0,1
"welltil",0,1
"welltodo",0,1
"welter",0,1
"wester",0,2
"wet",0,7
"weth",0,1
"wheatgrow",0,3
"whencesoev",0,1
"wherea",0,17
"whereabout",0,1
"wherebi",0,2
"whereon",0,55
"wherewith",0,1
"whey",0,2
"whichev",0,3
"whine",0,3
"whirlpool",0,5
"whit",0,1
"whiter",0,1
"whitewash",0,1
"whomsoev",0,2
"wick",0,32
"wicked",0,6
"wicker",0,2
"wilder",0,4
"wili",0,2
"willeven",0,1
"window",0,2
"winejar",0,1
"winejug",0,1
"wink",0,1
"witchcraft",0,1
"withand",0,1
"withi",0,1
"wivesdiom",0,1
"wizard",0,1
"woebegon",0,1
"woke",0,8
"wold",0,1
"womanfair",0,1
"womanth",0,1
"womenextenu",0,1
"wooer",0,3
"workbox",0,1
"workmanlik",0,2
"workmanshipthat",0,1
"worldand",0,1
"worldpray",0,1
"worri",0,4
"worseh",0,1
"woven",0,2
"wrangler",0,1
"wreck",0,12
"wreckag",0,1
"writerev",0,1
"wrongbut",0,1
"wroth",0,1
"wwwgutenbergorg",0,5
"wwwgutenbergorgcontact",0,1
"wwwgutenbergorgdon",0,2
"wwwgutenbergorglicens",0,1
"yardand",0,1
"yarn",0,2
"yea",0,1
"yearl",0,1
"yell",0,1
"yellowhair",0,1
"yelp",0,1
"yesterday",0,6
"youand",0,2
"youheaven",0,1
"youif",0,1
"youngster",0,1
"yourselfstay",0,1
"youtel",0,1
"youthi",0,1
"zethus",0,2
"﻿",0,1
